"Data_source"	"Reference"	"Year_published"	"Methanogen_specific"	"Sequencing_method"	"Database_information"	"Field_vs_lab"	"Source_from_paper"	"Original_sample_ID"	"Sample_type"	"Sample_age"	"Length_experiment"	"Family_reported"	"Genus_reported"	"Species_reported"	"Family_GTDB"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"WY1"	"Leachate"	"20 years"	"NA"	"Methanosaetaceae"	"Methanosaeta"	NA	"Methanotrichaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"WY1"	"Leachate"	"20 years"	"NA"	"Methanosaetaceae"	"Methanosaeta"	NA	"Methanotrichaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"WY1"	"Leachate"	"20 years"	"NA"	"Methanoregulaceae"	"Methanoregula"	NA	"Methanoregulaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"WY1"	"Leachate"	"20 years"	"NA"	"Methanomicrobiales Incertae Sedis"	"Methanocalculus"	NA	"Methanocorpusculaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"WY1"	"Leachate"	"20 years"	"NA"	"Methanocorpusculaceae"	"Methanocorpusculum"	NA	"Methanocorpusculaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"WY1"	"Leachate"	"20 years"	"NA"	"Methanobacteriaceae"	"Methanothermobacter"	NA	"Methanothermobacteriaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"WY1"	"Leachate"	"20 years"	"NA"	"Methanobacteriaceae"	"Methanothermobacter"	NA	"Methanothermobacteriaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"WY1"	"Leachate"	"20 years"	"NA"	NA	"Candidatus Methanomethylophilus"	NA	"Methanomethylophilaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"WY2"	"Leachate"	"20 years"	"NA"	"Methanosaetaceae"	"Methanosaeta"	NA	"Methanotrichaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"WY2"	"Leachate"	"20 years"	"NA"	"Methanosaetaceae"	"Methanosaeta"	NA	"Methanotrichaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"WY2"	"Leachate"	"20 years"	"NA"	"Methanoregulaceae"	"Methanoregula"	NA	"Methanoregulaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"WY2"	"Leachate"	"20 years"	"NA"	"Methanocorpusculaceae"	"Methanocorpusculum"	NA	"Methanocorpusculaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"WY2"	"Leachate"	"20 years"	"NA"	"Methanobacteriaceae"	"Methanothermobacter"	NA	"Methanothermobacteriaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"WY2"	"Leachate"	"20 years"	"NA"	"Methanobacteriaceae"	"Methanobacterium"	NA	"Methanobacteriaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"WY2"	"Leachate"	"20 years"	"NA"	NA	"Candidatus Methanomethylophilus"	NA	"Methanomethylophilaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"WY3"	"Leachate"	"20 years"	"NA"	"Methanosaetaceae"	"Methanosaeta"	NA	"Methanotrichaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"WY3"	"Leachate"	"20 years"	"NA"	"Methanosaetaceae"	"Methanosaeta"	NA	"Methanotrichaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"WY3"	"Leachate"	"20 years"	"NA"	"Methanoregulaceae"	"Methanoregula"	NA	"Methanoregulaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"WY3"	"Leachate"	"20 years"	"NA"	"Methanocorpusculaceae"	"Methanocorpusculum"	NA	"Methanocorpusculaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"WY3"	"Leachate"	"20 years"	"NA"	"Methanobacteriaceae"	"Methanothermobacter"	NA	"Methanothermobacteriaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"WY3"	"Leachate"	"20 years"	"NA"	"Methanobacteriaceae"	"Methanothermobacter"	NA	"Methanothermobacteriaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"WY3"	"Leachate"	"20 years"	"NA"	"Methanobacteriaceae"	"Methanobrevibacter"	NA	"Methanobacteriaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"WY3"	"Leachate"	"20 years"	"NA"	"Methanobacteriaceae"	"Methanobacterium"	NA	"Methanobacteriaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"WY3"	"Leachate"	"20 years"	"NA"	NA	"Candidatus Methanomethylophilus"	NA	"Methanomethylophilaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"MN1"	"Leachate"	"20 years"	"NA"	"Methanosaetaceae"	"Methanosaeta"	NA	"Methanotrichaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"MN1"	"Leachate"	"20 years"	"NA"	"Methanosaetaceae"	"Methanosaeta"	NA	"Methanotrichaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"MN1"	"Leachate"	"20 years"	"NA"	"Methanomicrobiales Incertae Sedis"	"Methanocalculus"	NA	"Methanocorpusculaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"MN1"	"Leachate"	"20 years"	"NA"	"Methanocorpusculaceae"	"Methanocorpusculum"	NA	"Methanocorpusculaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"MN1"	"Leachate"	"20 years"	"NA"	"Methanobacteriaceae"	"Methanothermobacter"	NA	"Methanothermobacteriaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"MN1"	"Leachate"	"20 years"	"NA"	"Methanobacteriaceae"	"Methanobrevibacter"	NA	"Methanobacteriaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"MN1"	"Leachate"	"20 years"	"NA"	"Methanobacteriaceae"	"Methanobacterium"	NA	"Methanobacteriaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"MN1"	"Leachate"	"20 years"	"NA"	"Methanobacteriaceae"	"Methanobacterium"	NA	"Methanobacteriaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"MN1"	"Leachate"	"20 years"	"NA"	NA	"Candidatus Methanomethylophilus"	NA	"Methanomethylophilaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"MN2"	"Leachate"	"20 years"	"NA"	"Methanosaetaceae"	"Methanosaeta"	NA	"Methanotrichaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"MN2"	"Leachate"	"20 years"	"NA"	"Methanomicrobiales Incertae Sedis"	"Methanocalculus"	NA	"Methanocorpusculaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"MN2"	"Leachate"	"20 years"	"NA"	"Methanocorpusculaceae"	"Methanocorpusculum"	NA	"Methanocorpusculaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"MN2"	"Leachate"	"20 years"	"NA"	"Methanobacteriaceae"	"Methanothermobacter"	NA	"Methanothermobacteriaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"MN2"	"Leachate"	"20 years"	"NA"	"Methanobacteriaceae"	"Methanothermobacter"	NA	"Methanothermobacteriaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"MN2"	"Leachate"	"20 years"	"NA"	"Methanobacteriaceae"	"Methanobrevibacter"	NA	"Methanobacteriaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"MN2"	"Leachate"	"20 years"	"NA"	"Methanobacteriaceae"	"Methanobacterium"	NA	"Methanobacteriaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"MN2"	"Leachate"	"20 years"	"NA"	NA	"Candidatus Methanomethylophilus"	NA	"Methanomethylophilaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"MN3"	"Leachate"	"20 years"	"NA"	"Methanosaetaceae"	"Methanosaeta"	NA	"Methanotrichaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"MN3"	"Leachate"	"20 years"	"NA"	"Methanosaetaceae"	"Methanosaeta"	NA	"Methanotrichaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"MN3"	"Leachate"	"20 years"	"NA"	"Methanocorpusculaceae"	"Methanocorpusculum"	NA	"Methanocorpusculaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"MN3"	"Leachate"	"20 years"	"NA"	"Methanobacteriaceae"	"Methanothermobacter"	NA	"Methanothermobacteriaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"MN3"	"Leachate"	"20 years"	"NA"	"Methanobacteriaceae"	"Methanothermobacter"	NA	"Methanothermobacteriaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"MN3"	"Leachate"	"20 years"	"NA"	"Methanobacteriaceae"	"Methanobacterium"	NA	"Methanobacteriaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"MN3"	"Leachate"	"20 years"	"NA"	NA	"Candidatus Methanomethylophilus"	NA	"Methanomethylophilaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"VT1"	"Leachate"	"11 to 20 years"	"NA"	"Methanosaetaceae"	"Methanosaeta"	NA	"Methanotrichaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"VT1"	"Leachate"	"11 to 20 years"	"NA"	"Methanosaetaceae"	"Methanosaeta"	NA	"Methanotrichaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"VT1"	"Leachate"	"11 to 20 years"	"NA"	"Methanocorpusculaceae"	"Methanocorpusculum"	NA	"Methanocorpusculaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"VT1"	"Leachate"	"11 to 20 years"	"NA"	"Methanobacteriaceae"	"Methanothermobacter"	NA	"Methanothermobacteriaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"VT1"	"Leachate"	"11 to 20 years"	"NA"	"Methanobacteriaceae"	"Methanothermobacter"	NA	"Methanothermobacteriaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"VT1"	"Leachate"	"11 to 20 years"	"NA"	"Methanobacteriaceae"	"Methanobrevibacter"	NA	"Methanobacteriaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"VT1"	"Leachate"	"11 to 20 years"	"NA"	NA	"Candidatus Methanomethylophilus"	NA	"Methanomethylophilaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"VT2"	"Leachate"	"11 to 20 years"	"NA"	"Methanosaetaceae"	"Methanosaeta"	NA	"Methanotrichaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"VT2"	"Leachate"	"11 to 20 years"	"NA"	"Methanocorpusculaceae"	"Methanocorpusculum"	NA	"Methanocorpusculaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"VT2"	"Leachate"	"11 to 20 years"	"NA"	"Methanobacteriaceae"	"Methanothermobacter"	NA	"Methanothermobacteriaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"VT2"	"Leachate"	"11 to 20 years"	"NA"	"Methanobacteriaceae"	"Methanothermobacter"	NA	"Methanothermobacteriaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"VT2"	"Leachate"	"11 to 20 years"	"NA"	"Methanobacteriaceae"	"Methanobacterium"	NA	"Methanobacteriaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"VT2"	"Leachate"	"11 to 20 years"	"NA"	NA	"Candidatus Methanomethylophilus"	NA	"Methanomethylophilaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"VT3"	"Leachate"	"11 to 20 years"	"NA"	"Methanosaetaceae"	"Methanosaeta"	NA	"Methanotrichaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"VT3"	"Leachate"	"11 to 20 years"	"NA"	"Methanosaetaceae"	"Methanosaeta"	NA	"Methanotrichaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"VT3"	"Leachate"	"11 to 20 years"	"NA"	"Methanoregulaceae"	"Methanoregula"	NA	"Methanoregulaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"VT3"	"Leachate"	"11 to 20 years"	"NA"	"Methanocorpusculaceae"	"Methanocorpusculum"	NA	"Methanocorpusculaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"VT3"	"Leachate"	"11 to 20 years"	"NA"	"Methanobacteriaceae"	"Methanothermobacter"	NA	"Methanothermobacteriaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"VT3"	"Leachate"	"11 to 20 years"	"NA"	"Methanobacteriaceae"	"Methanothermobacter"	NA	"Methanothermobacteriaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"VT3"	"Leachate"	"11 to 20 years"	"NA"	"Methanobacteriaceae"	"Methanosphaera"	NA	"Methanobacteriaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"VT3"	"Leachate"	"11 to 20 years"	"NA"	"Methanobacteriaceae"	"Methanobrevibacter"	NA	"Methanobacteriaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"VT3"	"Leachate"	"11 to 20 years"	"NA"	"Methanobacteriaceae"	"Methanobacterium"	NA	"Methanobacteriaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"VT3"	"Leachate"	"11 to 20 years"	"NA"	"Methanosaetaceae"	"Methanosaeta"	NA	"Methanotrichaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"VT3"	"Leachate"	"11 to 20 years"	"NA"	NA	"Candidatus Methanomethylophilus"	NA	"Methanomethylophilaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"ME1.2"	"Leachate"	"20 years"	"NA"	"Methanocorpusculaceae"	"Methanocorpusculum"	NA	"Methanocorpusculaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"ME1.2"	"Leachate"	"20 years"	"NA"	"Methanobacteriaceae"	"Methanothermobacter"	NA	"Methanothermobacteriaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"ME1.2"	"Leachate"	"20 years"	"NA"	"Methanobacteriaceae"	"Methanothermobacter"	NA	"Methanothermobacteriaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"ME1.2"	"Leachate"	"20 years"	"NA"	"Methanobacteriaceae"	"Methanobacterium"	NA	"Methanobacteriaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"ME1.2"	"Leachate"	"20 years"	"NA"	"Methanobacteriaceae"	"Methanobacterium"	NA	"Methanobacteriaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"ME1.2"	"Leachate"	"20 years"	"NA"	NA	"Candidatus Methanomethylophilus"	NA	"Methanomethylophilaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"ME1.1"	"Leachate"	"20 years"	"NA"	"Methanosaetaceae"	"Methanosaeta"	NA	"Methanotrichaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"ME1.1"	"Leachate"	"20 years"	"NA"	"Methanoregulaceae"	"Methanoregula"	NA	"Methanoregulaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"ME1.1"	"Leachate"	"20 years"	"NA"	"Methanocorpusculaceae"	"Methanocorpusculum"	NA	"Methanocorpusculaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"ME1.1"	"Leachate"	"20 years"	"NA"	"Methanobacteriaceae"	"Methanothermobacter"	NA	"Methanothermobacteriaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"ME1.1"	"Leachate"	"20 years"	"NA"	"Methanobacteriaceae"	"Methanothermobacter"	NA	"Methanothermobacteriaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"ME1.1"	"Leachate"	"20 years"	"NA"	"Methanobacteriaceae"	"Methanobacterium"	NA	"Methanobacteriaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"ME1.1"	"Leachate"	"20 years"	"NA"	NA	"Candidatus Methanomethylophilus"	NA	"Methanomethylophilaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"ME1.3"	"Leachate"	"20 years"	"NA"	"Methanosaetaceae"	"Methanosaeta"	NA	"Methanotrichaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"ME1.3"	"Leachate"	"20 years"	"NA"	"Methanocorpusculaceae"	"Methanocorpusculum"	NA	"Methanocorpusculaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"ME1.3"	"Leachate"	"20 years"	"NA"	"Methanobacteriaceae"	"Methanothermobacter"	NA	"Methanothermobacteriaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"ME1.3"	"Leachate"	"20 years"	"NA"	"Methanobacteriaceae"	"Methanothermobacter"	NA	"Methanothermobacteriaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"ME1.3"	"Leachate"	"20 years"	"NA"	"Methanobacteriaceae"	"Methanobrevibacter"	NA	"Methanobacteriaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"ME1.3"	"Leachate"	"20 years"	"NA"	"Methanobacteriaceae"	"Methanobacterium"	NA	"Methanobacteriaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"ME1.3"	"Leachate"	"20 years"	"NA"	NA	"Candidatus Methanomethylophilus"	NA	"Methanomethylophilaceae"
"Literature"	"B. Stamps, *et al.* Front. Microbiol. **7**, 534 (2016)"	2016	"No"	"16S"	"SILVA 119"	"Field"	"Table S7 (file is called table 8)"	"ME3.3"	"Leachate"	"20 years"	"NA"	"Methanosaetaceae"	"Methanosaeta"	NA	"Methanotrichaceae"
