Bin_ID	Marker_lineage_number		Number_genomes	Number_markers	Number_marker_sets	0	1	2	3	4	5+	Completeness	Contamination	Strain_heterogeneity
STF1_38	o__Clostridiales	(UID1120)	304	250	143	39	203	8	0	0	0	78.44	4.31	25
STD1_159	k__Bacteria	(UID2565)	2921	152	93	22	127	3	0	0	0	78.43	3.23	33.33
STF1_29	k__Bacteria	(UID2495)	2993	142	88	25	115	2	0	0	0	78.39	2.27	100
STF2_178	c__Deltaproteobacteria	(UID3217)	62	280	168	58	220	2	0	0	0	78.37	1.19	50
STCSWMC_229	c__Clostridia	(UID1085)	35	420	196	80	333	7	0	0	0	78.35	2.28	14.29
STF1_101	k__Bacteria	(UID209)	5443	105	59	19	83	3	0	0	0	78.35	3.54	66.67
STA_51	k__Archaea	(UID2)	207	149	107	25	122	2	0	0	0	78.27	1.87	0
STD1_77	k__Bacteria	(UID2565)	2921	152	93	25	125	2	0	0	0	78.25	2.15	0
STF1_156	k__Bacteria	(UID209)	5443	105	59	15	87	3	0	0	0	78.25	2.7	66.67
STC_10	k__Bacteria	(UID3060)	138	335	244	80	240	15	0	0	0	78.24	3.64	80
STCSWMC_164	k__Bacteria	(UID2982)	88	230	148	41	186	3	0	0	0	78.04	1.69	0
STA_66	k__Bacteria	(UID203)	5449	104	58	17	87	0	0	0	0	77.98	0	0
STA_77	f__Rhodocyclaceae	(UID3972)	30	540	241	91	445	4	0	0	0	77.97	1.31	0
STB_65	o__Burkholderiales	(UID4000)	193	427	214	88	316	22	0	1	0	77.97	5.71	82.14
STF1_138	k__Bacteria	(UID2329)	174	149	89	23	126	0	0	0	0	77.93	0	0
STF2_70	p__Euryarchaeota	(UID54)	90	232	151	63	166	3	0	0	0	77.93	0.5	100
STE_62	k__Bacteria	(UID2495)	2993	147	91	34	111	2	0	0	0	77.88	1.47	0
STB_125	k__Bacteria	(UID203)	5449	104	58	14	89	1	0	0	0	77.87	1.72	0
STB_127	k__Bacteria	(UID203)	5449	104	58	14	89	1	0	0	0	77.87	1.72	100
STB_187	k__Bacteria	(UID203)	5449	104	58	14	90	0	0	0	0	77.87	0	0
STD1_75	k__Bacteria	(UID203)	5449	104	58	14	90	0	0	0	0	77.87	0	0
STE_168	k__Bacteria	(UID203)	5449	104	58	14	90	0	0	0	0	77.87	0	0
STF1_36	k__Bacteria	(UID203)	5449	104	58	14	90	0	0	0	0	77.87	0	0
STF2_157	k__Bacteria	(UID203)	5449	104	58	15	82	7	0	0	0	77.87	4.23	0
STF2_234	k__Bacteria	(UID2329)	174	149	89	28	117	4	0	0	0	77.87	2.3	100
STD1_2	k__Bacteria	(UID2982)	88	230	148	52	173	4	1	0	0	77.86	3.72	28.57
STC_119	k__Bacteria	(UID2495)	2993	143	89	40	102	1	0	0	0	77.83	1.12	0
STC_88	k__Archaea	(UID2)	207	149	107	26	123	0	0	0	0	77.8	0	0
STB_177	k__Bacteria	(UID2565)	2921	152	93	26	123	3	0	0	0	77.77	2.25	33.33
STF2_197	k__Bacteria	(UID2982)	88	230	148	41	183	6	0	0	0	77.77	1.76	0
STC_61	k__Bacteria	(UID2495)	2993	143	89	31	100	11	1	0	0	77.76	9.09	14.29
STD1_129	k__Bacteria	(UID2495)	2993	143	89	25	118	0	0	0	0	77.73	0	0
STC_113	k__Bacteria	(UID2329)	174	149	89	24	123	2	0	0	0	77.72	1.69	0
STD1_130	k__Bacteria	(UID1452)	924	151	101	24	123	4	0	0	0	77.72	2.64	0
STD2_114	k__Bacteria	(UID203)	5449	104	58	16	74	14	0	0	0	77.72	5.33	0
STD2_257	k__Bacteria	(UID203)	5449	104	58	15	89	0	0	0	0	77.72	0	0
STA_11	k__Bacteria	(UID1452)	924	151	101	26	123	2	0	0	0	77.67	0.53	100
STB_9	c__Betaproteobacteria	(UID3959)	235	419	211	95	310	14	0	0	0	77.66	4.05	57.14
STCSWMC_48	p__Bacteroidetes	(UID2605)	350	316	210	57	246	13	0	0	0	77.54	4.46	84.62
STE_146	k__Bacteria	(UID2569)	434	278	186	50	213	13	2	0	0	77.54	3.49	26.32
STD1_144	k__Bacteria	(UID2329)	174	149	89	23	126	0	0	0	0	77.53	0	0
STF1_108	k__Bacteria	(UID1452)	924	161	108	29	130	2	0	0	0	77.5	1.85	0
STD1_10	k__Bacteria	(UID2565)	2921	152	93	32	110	10	0	0	0	77.46	5.29	10
STF1_270	k__Bacteria	(UID203)	5449	104	58	15	88	1	0	0	0	77.43	1.72	0
STC_129	k__Bacteria	(UID2329)	174	149	89	24	123	2	0	0	0	77.42	2.25	0
STF1_57	k__Bacteria	(UID203)	5449	104	58	16	88	0	0	0	0	77.37	0	0
STF1_96	k__Bacteria	(UID2329)	174	149	89	39	108	2	0	0	0	77.34	2.25	50
STC_15	o__Rhodospirillales	(UID3754)	63	336	201	74	254	8	0	0	0	77.3	2.2	25
STF2_121	k__Bacteria	(UID2495)	2993	142	88	26	114	2	0	0	0	77.27	0.17	50
STA_36	k__Bacteria	(UID1452)	924	151	101	26	124	1	0	0	0	77.23	0.99	0
STF1_215	p__Euryarchaeota	(UID54)	90	234	153	65	154	15	0	0	0	77.22	7.36	53.33
STD1_168	k__Bacteria	(UID2565)	2921	152	93	42	105	5	0	0	0	77.17	4.12	40
STD1_119	k__Bacteria	(UID1452)	924	151	101	26	118	7	0	0	0	77.14	3.8	42.86
STB_47	k__Archaea	(UID2)	207	149	107	25	124	0	0	0	0	77.1	0	0
STF2_47	k__Bacteria	(UID2495)	2993	143	89	23	117	3	0	0	0	77.09	3.37	33.33
STE_136	o__Clostridiales	(UID1120)	304	250	143	42	203	5	0	0	0	77.04	3.15	100
STD1_185	k__Bacteria	(UID2495)	2993	143	89	35	106	2	0	0	0	77.03	2.25	0
STF1_205	k__Bacteria	(UID209)	5443	105	59	35	68	2	0	0	0	77.03	3.39	50
STD2_45	k__Archaea	(UID2)	207	149	107	29	110	9	1	0	0	77.02	5.76	0
STC_116	k__Bacteria	(UID203)	5449	104	58	15	85	4	0	0	0	77.01	4.66	75
STC_63	k__Bacteria	(UID203)	5449	104	58	24	79	1	0	0	0	77.01	0.86	0
STCSWMC_187	k__Bacteria	(UID2328)	3167	126	75	31	89	6	0	0	0	77.01	6	66.67
STD2_128	p__Euryarchaeota	(UID54)	90	234	153	66	165	3	0	0	0	77.01	1.47	33.33
STF1_246	k__Bacteria	(UID2569)	434	278	186	59	208	9	2	0	0	77.01	6.45	26.67
STF1_252	k__Bacteria	(UID203)	5449	104	58	15	89	0	0	0	0	77.01	0	0
STD1_167	k__Bacteria	(UID209)	5443	105	59	15	88	2	0	0	0	76.96	1.85	0
STD2_255	k__Archaea	(UID2)	207	149	107	29	118	2	0	0	0	76.96	1.4	50
STB_95	g__Mycobacterium	(UID1816)	100	693	300	159	519	15	0	0	0	76.93	2.28	6.67
STE_57	k__Bacteria	(UID203)	5449	104	58	20	84	0	0	0	0	76.93	0	0
STE_130	k__Bacteria	(UID2495)	2993	143	89	24	117	2	0	0	0	76.9	2.25	50
STF2_63	o__Clostridiales	(UID1120)	304	247	141	46	193	7	1	0	0	76.89	4.26	40
STA_67	k__Bacteria	(UID203)	5449	104	58	16	88	0	0	0	0	76.85	0	0
STA_70	k__Bacteria	(UID2565)	2921	152	93	35	113	4	0	0	0	76.84	3.32	25
STD2_169	p__Euryarchaeota	(UID54)	90	234	153	61	170	3	0	0	0	76.82	0.98	66.67
STA_10	k__Bacteria	(UID2329)	174	149	89	26	118	5	0	0	0	76.81	4.04	60
STD1_161	k__Bacteria	(UID2495)	2993	143	89	31	111	1	0	0	0	76.81	0.1	0
STB_46	k__Bacteria	(UID1452)	924	151	101	35	113	3	0	0	0	76.79	2.97	100
STB_159	k__Archaea	(UID2)	207	149	107	39	110	0	0	0	0	76.78	0	0
STF1_139	o__Clostridiales	(UID1120)	304	250	143	54	188	7	1	0	0	76.77	5.42	60
STB_141	k__Bacteria	(UID1452)	924	151	101	25	121	5	0	0	0	76.73	3.58	20
STD1_198	k__Bacteria	(UID1452)	924	151	101	30	118	3	0	0	0	76.73	1.98	66.67
STC_115	k__Bacteria	(UID1452)	924	163	110	31	129	3	0	0	0	76.72	2	0
STCSWMC_146	k__Bacteria	(UID203)	5449	104	58	14	90	0	0	0	0	76.72	0	0
STD2_33	k__Bacteria	(UID203)	5449	104	58	15	89	0	0	0	0	76.72	0	0
STF1_82	k__Bacteria	(UID203)	5449	104	58	14	90	0	0	0	0	76.72	0	0
STF2_17	k__Bacteria	(UID203)	5449	104	58	14	90	0	0	0	0	76.72	0	0
STB_121	k__Bacteria	(UID2495)	2993	143	89	32	108	3	0	0	0	76.71	3.37	0
STC_29	p__Bacteroidetes	(UID2605)	350	316	210	68	245	3	0	0	0	76.67	0.74	33.33
STB_37	k__Bacteria	(UID2565)	2921	152	93	25	124	3	0	0	0	76.64	2.42	33.33
STCSWMC_140	k__Bacteria	(UID2329)	174	149	89	26	121	2	0	0	0	76.59	1.69	0
STB_76	k__Bacteria	(UID1452)	924	151	101	28	117	6	0	0	0	76.57	4.49	33.33
STF2_89	k__Bacteria	(UID203)	5449	104	58	16	87	1	0	0	0	76.57	1.72	0
STD2_259	k__Bacteria	(UID2328)	3167	126	75	33	93	0	0	0	0	76.55	0	0
STE_77	k__Bacteria	(UID2328)	3167	126	75	20	93	10	3	0	0	76.55	3.46	5.26
STCSWMC_125	p__Bacteroidetes	(UID2605)	350	316	210	61	245	9	1	0	0	76.52	1.6	8.33
STD2_215	k__Bacteria	(UID2329)	174	149	89	29	115	5	0	0	0	76.51	3.65	100
STB_153	c__Deltaproteobacteria	(UID3216)	83	247	155	53	187	7	0	0	0	76.49	3.48	57.14
STF1_149	p__Euryarchaeota	(UID4)	45	299	202	56	229	14	0	0	0	76.46	4.07	35.71
STD2_186	o__Clostridiales	(UID1120)	304	250	143	45	205	0	0	0	0	76.44	0	0
STF2_193	k__Bacteria	(UID1452)	924	151	101	32	115	4	0	0	0	76.41	2.18	100
STB_165	k__Bacteria	(UID1452)	924	151	101	29	114	8	0	0	0	76.4	6.11	50
STD1_157	k__Bacteria	(UID2495)	2993	147	91	33	111	3	0	0	0	76.39	3.3	0
STF1_237	k__Bacteria	(UID2495)	2993	147	91	26	120	1	0	0	0	76.37	1.1	0
STC_128	k__Bacteria	(UID2565)	2921	152	93	32	114	6	0	0	0	76.35	4.94	83.33
STCSWMC_234	k__Bacteria	(UID2495)	2993	143	89	24	118	1	0	0	0	76.34	1.12	0
STCSWMC_24	k__Bacteria	(UID3060)	138	338	246	85	230	21	2	0	0	76.34	5.81	62.96
STF1_49	k__Bacteria	(UID2495)	2993	143	89	24	117	2	0	0	0	76.34	2.25	0
STE_205	k__Bacteria	(UID2982)	88	230	148	48	173	9	0	0	0	76.33	3.64	55.56
STB_43	k__Archaea	(UID2)	207	149	107	28	121	0	0	0	0	76.32	0	0
STD2_3	p__Bacteroidetes	(UID2605)	350	314	208	63	248	3	0	0	0	76.28	1.44	33.33
STCSWMC_136	c__Clostridia	(UID1085)	35	420	196	102	301	17	0	0	0	76.26	2.63	70.59
STC_49	k__Bacteria	(UID1452)	924	151	101	25	121	5	0	0	0	76.24	3.63	0
STF1_245	o__Clostridiales	(UID1120)	304	250	143	61	189	0	0	0	0	76.22	0	0
STD2_11	k__Bacteria	(UID209)	5443	105	59	33	72	0	0	0	0	76.19	0	0
STB_123	k__Archaea	(UID2)	207	149	107	32	113	4	0	0	0	76.18	3.74	0
STD1_207	k__Archaea	(UID2)	207	149	107	27	122	0	0	0	0	76.17	0	0
STF2_217	c__Clostridia	(UID1085)	35	420	196	77	336	7	0	0	0	76.17	1.39	42.86
STC_111	k__Bacteria	(UID203)	5449	104	58	15	86	3	0	0	0	76.15	1.36	66.67
STF1_126	c__Clostridia	(UID1118)	387	223	124	47	171	5	0	0	0	76.15	2.85	60
STF1_188	k__Bacteria	(UID203)	5449	104	58	15	88	1	0	0	0	76.15	1.72	0
STF2_126	k__Bacteria	(UID203)	5449	104	58	15	87	2	0	0	0	76.15	1.88	50
STB_107	k__Bacteria	(UID2495)	2993	143	89	25	118	0	0	0	0	76.12	0	0
STE_154	k__Bacteria	(UID209)	5443	105	59	20	83	2	0	0	0	76.12	2.03	50
STB_128	k__Archaea	(UID2)	207	149	107	28	121	0	0	0	0	76.1	0	0
STF2_127	o__Bacteroidales	(UID2657)	160	492	269	103	356	33	0	0	0	76.1	3.64	3.03
STD1_177	k__Bacteria	(UID203)	5449	104	58	16	88	0	0	0	0	75.99	0	0
STB_152	k__Bacteria	(UID2565)	2921	152	93	40	106	5	1	0	0	75.98	4.59	25
STB_75	k__Bacteria	(UID2565)	2921	152	93	31	121	0	0	0	0	75.92	0	0
STD1_128	k__Bacteria	(UID2565)	2921	152	93	27	125	0	0	0	0	75.92	0	0
STD1_105	k__Bacteria	(UID203)	5449	104	58	23	79	2	0	0	0	75.91	3.45	100
STF2_80	k__Bacteria	(UID2329)	174	149	89	37	110	2	0	0	0	75.91	2.25	100
STB_55	k__Bacteria	(UID2565)	2921	152	93	27	125	0	0	0	0	75.89	0	0
STD1_173	k__Bacteria	(UID209)	5443	105	59	23	82	0	0	0	0	75.89	0	0
STA_80	k__Bacteria	(UID203)	5449	104	58	16	87	1	0	0	0	75.86	0.16	100
STC_89	k__Bacteria	(UID2982)	88	230	148	55	172	3	0	0	0	75.86	1.39	33.33
STF1_294	k__Archaea	(UID2)	207	149	107	30	118	1	0	0	0	75.86	0.93	0
STD1_85	k__Bacteria	(UID3187)	2258	181	110	46	127	8	0	0	0	75.85	5.45	12.5
STA_79	k__Archaea	(UID2)	207	149	107	37	111	1	0	0	0	75.84	0.93	100
STD1_166	k__Bacteria	(UID2495)	2993	143	89	22	119	2	0	0	0	75.84	2.25	50
STA_5	o__Burkholderiales	(UID4000)	193	427	214	91	329	7	0	0	0	75.83	1.73	57.14
STF1_217	p__Euryarchaeota	(UID54)	90	234	153	53	179	2	0	0	0	75.83	1.31	50
STCSWMC_84	c__Clostridia	(UID1085)	35	420	196	83	324	13	0	0	0	75.82	2.94	53.85
STE_54	p__Bacteroidetes	(UID2605)	350	316	210	68	228	20	0	0	0	75.77	6.28	65
STF2_111	c__Clostridia	(UID1118)	387	223	124	48	169	6	0	0	0	75.77	3.66	66.67
STF2_41	o__Clostridiales	(UID1120)	304	250	143	68	163	17	1	1	0	75.77	8.96	30.77
STA_31	k__Bacteria	(UID2495)	2993	147	91	30	111	5	1	0	0	75.76	7.14	0
STD1_60	c__Deltaproteobacteria	(UID3216)	83	247	155	46	193	7	1	0	0	75.76	4.87	30
STD2_13	c__Clostridia	(UID1118)	387	223	124	52	158	13	0	0	0	75.76	5.88	76.92
STD2_269	k__Bacteria	(UID2982)	88	230	148	50	177	3	0	0	0	75.75	2.03	0
STF1_224	k__Bacteria	(UID2495)	2993	147	91	55	89	3	0	0	0	75.75	2.2	66.67
STC_25	k__Bacteria	(UID1452)	924	151	101	29	121	1	0	0	0	75.74	0.99	0
STD1_79	k__Bacteria	(UID1452)	924	151	101	28	123	0	0	0	0	75.74	0	0
STD2_251	o__Clostridiales	(UID1226)	155	278	158	58	204	14	2	0	0	75.74	6.86	25
STD1_195	k__Bacteria	(UID203)	5449	104	58	20	83	1	0	0	0	75.72	0.86	100
STCSWMC_179	k__Bacteria	(UID203)	5449	104	58	17	86	0	1	0	0	75.71	3.45	0
STF2_76	k__Bacteria	(UID203)	5449	104	58	17	87	0	0	0	0	75.71	0	0
STA_39	k__Archaea	(UID2)	207	149	107	27	122	0	0	0	0	75.7	0	0
STD2_249	o__Clostridiales	(UID1120)	304	247	141	58	186	3	0	0	0	75.59	0.95	66.67
STCSWMC_36	k__Bacteria	(UID2495)	2993	147	91	40	106	1	0	0	0	75.56	0.55	0
STCSWMC_197	p__Firmicutes	(UID1022)	100	295	158	68	217	10	0	0	0	75.55	1.81	40
STC_92	c__Deltaproteobacteria	(UID3216)	83	247	155	53	185	9	0	0	0	75.51	4.57	22.22
STF2_226	k__Bacteria	(UID2570)	433	273	183	90	177	6	0	0	0	75.46	3.01	83.33
STF2_233	k__Bacteria	(UID2329)	174	149	89	43	104	2	0	0	0	75.46	2.25	100
STF1_30	k__Bacteria	(UID2495)	2993	141	87	46	93	2	0	0	0	75.45	0.38	100
STD2_195	k__Bacteria	(UID203)	5449	104	58	22	82	0	0	0	0	75.37	0	0
STB_145	p__Euryarchaeota	(UID4)	45	299	202	60	231	8	0	0	0	75.36	3.19	37.5
STC_32	k__Bacteria	(UID203)	5449	104	58	16	87	1	0	0	0	75.29	1.72	100
STD1_210	k__Bacteria	(UID203)	5449	104	58	15	89	0	0	0	0	75.29	0	0
STE_50	k__Bacteria	(UID203)	5449	104	58	16	88	0	0	0	0	75.29	0	0
STF1_247	k__Bacteria	(UID203)	5449	104	58	16	88	0	0	0	0	75.29	0	0
STF2_55	k__Bacteria	(UID203)	5449	104	58	15	87	2	0	0	0	75.29	1.88	100
STD2_88	k__Bacteria	(UID3060)	138	338	246	86	251	1	0	0	0	75.28	0.2	0
STE_108	k__Bacteria	(UID2495)	2993	143	89	24	118	1	0	0	0	75.28	0.07	100
STD1_131	k__Bacteria	(UID2495)	2993	147	91	31	115	1	0	0	0	75.21	1.1	0
STD1_40	k__Bacteria	(UID2495)	2993	147	91	28	109	10	0	0	0	75.21	7.92	30
STE_173	k__Bacteria	(UID2495)	2993	143	89	40	97	6	0	0	0	75.2	5.06	83.33
STF2_30	o__Clostridiales	(UID1212)	172	263	149	67	190	6	0	0	0	75.2	3.58	66.67
STD1_67	k__Bacteria	(UID2495)	2993	143	89	30	106	6	1	0	0	75.13	7.87	0
STD1_84	k__Bacteria	(UID2495)	2993	143	89	26	106	11	0	0	0	75.09	3.55	18.18
STF1_63	p__Bacteroidetes	(UID2605)	350	316	210	69	239	7	1	0	0	75.06	1.87	50
STD1_57	k__Bacteria	(UID1452)	924	151	101	28	112	11	0	0	0	75.05	7.21	18.18
STD2_66	k__Bacteria	(UID203)	5449	104	58	22	81	1	0	0	0	75.05	1.72	100
STD2_214	p__Euryarchaeota	(UID3)	148	187	124	39	146	2	0	0	0	75.03	0.87	100
STD2_42	k__Bacteria	(UID2565)	2921	152	93	37	111	4	0	0	0	74.98	2.15	25
STD1_165	k__Bacteria	(UID203)	5449	104	58	18	83	3	0	0	0	74.97	2.74	100
STE_121	k__Bacteria	(UID2495)	2993	147	91	36	106	5	0	0	0	74.96	0.5	0
STE_137	k__Bacteria	(UID209)	5443	105	59	34	71	0	0	0	0	74.96	0	0
STB_164	k__Bacteria	(UID1452)	924	151	101	30	117	3	1	0	0	74.92	4.07	33.33
STCSWMC_43	o__Clostridiales	(UID1120)	304	250	143	53	193	4	0	0	0	74.88	2.8	0
STF1_147	c__Clostridia	(UID1118)	387	223	124	50	170	3	0	0	0	74.85	1.77	66.67
STE_48	k__Bacteria	(UID203)	5449	104	58	17	87	0	0	0	0	74.84	0	0
STF1_223	k__Bacteria	(UID203)	5449	104	58	18	85	1	0	0	0	74.84	0.16	100
STB_17	k__Bacteria	(UID2495)	2993	143	89	34	108	1	0	0	0	74.82	1.12	100
STD2_27	k__Bacteria	(UID2982)	88	230	148	47	173	10	0	0	0	74.82	4.59	30
STF1_24	k__Bacteria	(UID2495)	2993	142	88	29	99	9	3	2	0	74.8	6.3	6.67
STCSWMC_120	g__Prevotella	(UID2724)	55	567	296	143	416	8	0	0	0	74.74	1.01	75
STF2_162	k__Bacteria	(UID203)	5449	104	58	24	80	0	0	0	0	74.74	0	0
STD1_145	k__Bacteria	(UID203)	5449	102	56	16	76	10	0	0	0	74.7	3.25	0
STD1_118	k__Archaea	(UID2)	207	149	107	32	116	1	0	0	0	74.69	0.93	0
STE_192	k__Bacteria	(UID203)	5449	104	58	18	85	1	0	0	0	74.69	0.86	0
STB_100	c__Deltaproteobacteria	(UID3216)	83	247	155	64	174	9	0	0	0	74.68	3.14	0
STD2_85	k__Bacteria	(UID2328)	3167	126	75	20	99	5	2	0	0	74.67	7.14	36.36
STCSWMC_110	o__Clostridiales	(UID1120)	304	250	143	49	187	14	0	0	0	74.66	1.31	21.43
STE_188	k__Bacteria	(UID2569)	434	278	186	59	216	3	0	0	0	74.66	1.61	33.33
STF1_17	p__Euryarchaeota	(UID49)	95	228	153	47	176	5	0	0	0	74.64	2.04	80
STD2_56	k__Bacteria	(UID3060)	138	337	245	74	256	6	1	0	0	74.63	3.27	44.44
STD1_117	k__Bacteria	(UID1452)	924	151	101	28	123	0	0	0	0	74.59	0	0
STD1_188	k__Bacteria	(UID2328)	3167	126	75	42	83	1	0	0	0	74.59	1.33	100
STD2_26	o__Clostridiales	(UID1212)	172	263	149	59	200	3	1	0	0	74.58	2.35	16.67
STE_133	k__Bacteria	(UID203)	5449	104	58	27	77	0	0	0	0	74.58	0	0
STD1_62	k__Bacteria	(UID1452)	924	161	108	39	113	9	0	0	0	74.55	7.41	44.44
STD2_39	o__Clostridiales	(UID1120)	304	250	143	63	183	4	0	0	0	74.52	2.45	50
STE_30	c__Gammaproteobacteria	(UID4201)	1164	275	174	55	211	9	0	0	0	74.52	3.21	88.89
STF1_22	k__Archaea	(UID2)	207	148	106	33	97	18	0	0	0	74.46	9.12	72.22
STCSWMC_160	k__Bacteria	(UID2329)	174	149	89	33	109	7	0	0	0	74.45	6.23	28.57
STD1_181	k__Bacteria	(UID1452)	924	161	108	29	124	8	0	0	0	74.45	3.82	12.5
STD1_1	p__Euryarchaeota	(UID3)	148	188	125	41	139	7	1	0	0	74.45	6	40
STB_79	k__Bacteria	(UID203)	5449	104	58	16	88	0	0	0	0	74.43	0	0
STCSWMC_42	k__Bacteria	(UID203)	5449	104	58	17	86	1	0	0	0	74.43	1.72	0
STD2_206	k__Bacteria	(UID203)	5449	104	58	16	88	0	0	0	0	74.43	0	0
STD2_47	k__Bacteria	(UID203)	5449	104	58	16	87	1	0	0	0	74.43	1.72	0
STF2_82	k__Bacteria	(UID203)	5449	104	58	16	88	0	0	0	0	74.43	0	0
STF2_6	c__Deltaproteobacteria	(UID3216)	83	247	155	60	177	9	1	0	0	74.41	3.62	16.67
STF1_51	k__Bacteria	(UID2329)	174	149	89	38	108	3	0	0	0	74.4	1.28	0
STE_105	c__Alphaproteobacteria	(UID3422)	26	529	308	112	405	12	0	0	0	74.38	2.24	58.33
STD1_86	k__Bacteria	(UID2565)	2921	152	93	29	120	3	0	0	0	74.37	1.24	33.33
STC_70	k__Bacteria	(UID2565)	2921	152	93	29	122	1	0	0	0	74.36	1.08	0
STE_92	k__Bacteria	(UID203)	5449	104	58	21	83	0	0	0	0	74.35	0	0
STCSWMC_228	o__Clostridiales	(UID1120)	304	250	143	49	201	0	0	0	0	74.34	0	0
STD2_152	k__Bacteria	(UID2495)	2993	142	88	36	106	0	0	0	0	74.34	0	0
STF2_84	o__Clostridiales	(UID1120)	304	250	143	49	195	6	0	0	0	74.34	3.5	0
STE_103	k__Bacteria	(UID2495)	2993	141	87	39	101	1	0	0	0	74.33	1.15	0
STD1_182	c__Gammaproteobacteria	(UID4274)	112	580	289	148	417	15	0	0	0	74.31	1.68	66.67
STB_91	k__Bacteria	(UID203)	5449	104	58	17	87	0	0	0	0	74.27	0	0
STB_3	c__Deltaproteobacteria	(UID3216)	83	247	155	56	176	13	2	0	0	74.26	5.74	68.42
STD1_219	k__Bacteria	(UID1452)	924	151	101	28	123	0	0	0	0	74.26	0	0
STD2_260	k__Bacteria	(UID2569)	434	278	186	72	197	9	0	0	0	74.26	2.46	44.44
STE_142	k__Bacteria	(UID2495)	2993	143	89	38	100	5	0	0	0	74.26	3.47	100
STF1_192	k__Bacteria	(UID2565)	2921	152	93	33	115	4	0	0	0	74.26	2.39	75
STF1_59	k__Bacteria	(UID203)	5449	104	58	20	81	3	0	0	0	74.25	3.61	33.33
STCSWMC_180	k__Archaea	(UID2)	207	149	107	33	114	2	0	0	0	74.22	0.93	0
STB_136	k__Bacteria	(UID2565)	2921	152	93	34	110	6	2	0	0	74.18	8.67	0
STA_78	k__Bacteria	(UID2495)	2993	143	89	25	118	0	0	0	0	74.16	0	0
STB_188	k__Bacteria	(UID2495)	2993	143	89	47	89	7	0	0	0	74.16	6.55	14.29
STD1_134	k__Bacteria	(UID203)	5449	104	58	18	82	4	0	0	0	74.11	2.74	25
STD1_80	k__Bacteria	(UID203)	5449	104	58	18	85	1	0	0	0	74.11	1.72	100
STE_91	c__Gammaproteobacteria	(UID4267)	119	544	284	113	411	19	1	0	0	74.11	4.76	54.55
STF2_3	k__Bacteria	(UID203)	5449	104	58	18	82	4	0	0	0	74.11	5.33	0
STCSWMC_166	o__Bacteroidales	(UID2617)	213	406	265	108	292	6	0	0	0	74.08	1.27	16.67
STD2_250	k__Bacteria	(UID2329)	174	149	89	27	121	1	0	0	0	74.04	0.16	100
STE_95	c__Alphaproteobacteria	(UID3305)	564	349	230	90	254	5	0	0	0	74.01	1.96	80
STD1_184	k__Bacteria	(UID2495)	2993	143	89	37	103	3	0	0	0	74	1.79	66.67
STD1_217	k__Bacteria	(UID2495)	2993	143	89	27	114	2	0	0	0	73.97	0.2	0
STD2_227	o__Clostridiales	(UID1212)	172	263	149	76	182	5	0	0	0	73.97	0.25	20
STD2_28	c__Clostridia	(UID1118)	387	223	124	55	166	2	0	0	0	73.96	0.81	0
STB_170	k__Bacteria	(UID1452)	924	151	101	32	119	0	0	0	0	73.93	0	0
STD2_30	k__Bacteria	(UID2328)	3167	126	75	38	81	7	0	0	0	73.93	9.33	0
STD2_193	k__Bacteria	(UID2495)	2993	143	89	35	101	6	1	0	0	73.9	6.95	88.89
STB_172	k__Bacteria	(UID2495)	2993	142	88	37	102	3	0	0	0	73.89	1.77	33.33
STD2_35	p__Euryarchaeota	(UID54)	90	234	153	49	178	7	0	0	0	73.89	2.11	85.71
STD1_50	k__Bacteria	(UID2565)	2921	152	93	33	114	5	0	0	0	73.88	4.36	20
STD1_89	k__Archaea	(UID2)	207	149	107	35	112	2	0	0	0	73.87	1.25	50
STCSWMC_82	c__Deltaproteobacteria	(UID3217)	62	280	168	64	212	4	0	0	0	73.86	1.52	100
STCSWMC_9	c__Clostridia	(UID1085)	35	420	196	79	325	16	0	0	0	73.86	4.61	12.5
STCSWMC_147	p__Firmicutes	(UID1022)	100	295	158	70	220	5	0	0	0	73.83	1.37	0
STD2_65	k__Bacteria	(UID203)	5449	104	58	19	65	17	3	0	0	73.82	7.87	7.69
STE_61	k__Bacteria	(UID3060)	138	337	245	99	223	15	0	0	0	73.82	3.88	40
STB_63	k__Bacteria	(UID2495)	2993	143	89	28	104	11	0	0	0	73.8	2.15	0
STF2_174	k__Bacteria	(UID203)	5449	104	58	31	73	0	0	0	0	73.8	0	0
STA_35	k__Bacteria	(UID1452)	924	151	101	28	122	1	0	0	0	73.76	0.99	100
STD1_174	k__Bacteria	(UID1452)	924	151	101	30	120	1	0	0	0	73.76	0.99	0
STA_82	k__Archaea	(UID2)	207	149	107	33	113	3	0	0	0	73.75	2.8	33.33
STD2_131	k__Bacteria	(UID203)	5449	104	58	25	77	2	0	0	0	73.72	1.72	100
STE_158	k__Bacteria	(UID2495)	2993	143	89	32	109	2	0	0	0	73.68	2.25	0
STF1_278	k__Bacteria	(UID2329)	174	149	89	47	102	0	0	0	0	73.68	0	0
STF1_89	p__Euryarchaeota	(UID54)	90	234	153	84	143	7	0	0	0	73.68	3.81	28.57
STCSWMC_174	o__Clostridiales	(UID1120)	304	250	143	64	175	11	0	0	0	73.67	6.18	18.18
STD1_183	k__Bacteria	(UID2565)	2921	152	93	33	118	1	0	0	0	73.66	0.1	0
STD2_212	k__Bacteria	(UID2565)	2921	152	93	32	118	2	0	0	0	73.66	1.08	100
STD1_16	k__Bacteria	(UID2565)	2921	152	93	34	113	5	0	0	0	73.65	2.85	40
